title,date,section,section_name,like,comment_cnt,topic_0,topic_1,topic_2,topic_3,topic_4,dominant_topic
대치 수능학원 이루리학원 의대 증원 중심으로 보는 2025 대입 분석 자기주도학습 수능 공부 멘토링 입시학원 추천,2024-03-03,1,1구간 (2024.01~03),6,3,0.07639226845774343,0.8722779430607621,0.00124634295790344,0.04883982176837932,0.0012436237552115748,1
로스쿨된 후 법률서비스를 정말 올바르게 받았나요 이런걸 원하시나요,2024-03-03,1,1구간 (2024.01~03),6,11,0.1664730230916772,0.001162205770821,0.03673634866793355,0.7944352090216582,0.0011932134479100101,3
매일경제신문 매일읽기 24년 03월,2024-03-03,1,1구간 (2024.01~03),2,4,0.0030824694907361267,0.004177539834896369,0.020605631947879552,0.04850795003867787,0.9236264086878101,4
오랜만,2024-03-03,1,1구간 (2024.01~03),14,19,0.9053283944471069,0.0006941298896887848,0.0007021330108210478,0.0007053005912750449,0.09257004206110811,0
윤석열 정부의 의대정원 2000명 증원이 불러온 의대 입시 광풍 다니던 대학 등록 포기하고 다시 의대 지원하는 열풍 최석태,2024-03-03,1,1구간 (2024.01~03),36,5,0.19434701887258438,0.3255979334365161,0.006004146069293218,0.46804829188918634,0.006002609732419884,3
의대 2천명 증원 핵심은 의료민영화 영리병원 확대 아닌가,2024-03-03,1,1구간 (2024.01~03),131,51,0.013975234504328733,0.0002567103117250426,0.016670784342311,0.932390258308263,0.03670701253337214,3
의대 2천명 증원 확정되면 대기업이나 공기업 직원 중에서도,2024-03-03,1,1구간 (2024.01~03),0,7,0.5774726758448544,0.06481373730962707,0.00547605479933037,0.3125560955594867,0.03968143648670146,0
의대 증원 뜻 발표 규모 2000명 ft 지방대에 미치는 영향,2024-03-03,1,1구간 (2024.01~03),42,2,0.17020097847725085,0.6090767891498194,0.1478516157528208,0.0011767358844904953,0.07169388073561847,1
의대증원 반대 및 필수의료 패키지 저지 전국의사 2만명 총궐기대회 정부 강력 대응 내일부터 미복귀 전공의 제재 본격화,2024-03-03,1,1구간 (2024.01~03),76,2,0.0011092682239575895,0.001095706484729279,0.9955445855281398,0.0011382896783531677,0.001112150084820032,2
의대증원 반대결의문,2024-03-03,1,1구간 (2024.01~03),12,1,0.0008174984297633945,0.0008250614542680222,0.4611251719211365,0.536416370021693,0.0008158981731391048,3
의대증원 윤석열 지지율,2024-03-03,1,1구간 (2024.01~03),0,2,0.18658792241308694,0.00475353948113337,0.29151646193425435,0.5123218042612798,0.0048202719102455145,3
의대증원 의대 입시 준비하는 N수생 소회 직장인도 도전해보세요,2024-03-03,1,1구간 (2024.01~03),9,3,0.35845072006535483,0.1785237494332746,0.14033107704115258,0.3193252426565896,0.003369210803628434,0
의대증원사태의 본질,2024-03-03,1,1구간 (2024.01~03),29,74,0.03255357867178791,0.004074097972631789,0.019040338117876966,0.9380559876859103,0.006275997551793131,3
의대증원에 대해서 간호사로써 솔직한 생각,2024-03-03,1,1구간 (2024.01~03),8,80,0.13628355990338092,0.00035498300407444316,0.00035682458789701297,0.8626518779573196,0.0003527545473280342,3
의대증원저지 궐기 현장,2024-03-03,1,1구간 (2024.01~03),13,1,0.41004832845234174,0.001248256884080642,0.24929772944460607,0.33815978828431353,0.001245896934658063,0
의대증원한다고 방과도 인원 증원하겠네요,2024-03-03,1,1구간 (2024.01~03),1,17,0.9707188912597717,0.007305574290081939,0.00723976021109375,0.007518254977664911,0.0072175192613877295,0
의료계 KAIST 포스텍 의대 신설 의사 증원 갈등 돌파구로,2024-03-03,1,1구간 (2024.01~03),25,4,0.001214632403181929,0.0012191209888243373,0.5424940028135854,0.3207160984120469,0.13435614538236154,2
의사 파업 집회에 의대생 동맹휴학 집단행동 더는 안 된다 한국경제신문 사설,2024-03-03,1,1구간 (2024.01~03),102,2,0.001498502963827827,0.0014942377140377094,0.6592953346185031,0.33621719576578707,0.001494728937844343,2
이런 인연으로 살면 안 될까요 세계 역사상 가장 선진 후진국 의사가 환자를 담보로 동맹파업하는 나라,2024-03-03,1,1구간 (2024.01~03),10,1,0.5769825459137126,0.0015154405054574078,0.0015361695907422073,0.4184496155736107,0.001516228416477061,0
전공의 힘들다면서 증원반대한다는 글을 볼때 느끼는 답답함,2024-03-03,1,1구간 (2024.01~03),9,31,0.1615015095871416,0.001410421985732596,0.001413978601374791,0.8342675116984754,0.0014065781272757868,3
정부의 의대 증원 방침과 관련해 정부와 의사 간 갈등이 고조되는 가운데 의협 비대위는 3일 오후 서울 여의도에서 대규모 집회 개최 최석태,2024-03-03,1,1구간 (2024.01~03),42,17,0.001252594727691973,0.0012436364281777684,0.47031115282200575,0.5259423264443018,0.0012502895778225738,3
주식 내일 일정 3월4일 재료일정 초전도체 저출산 우주항공 교육주 리튬 니켈 관련주,2024-03-03,1,1구간 (2024.01~03),8,1,0.0009572417174029564,0.000958406694261452,0.019229367031704202,0.0009478660402552723,0.9779071185163762,4
현재 의대생과 전공의들의 집단행동에 동의하지 않는 의대생 전공의들의 소신발언,2024-03-03,1,1구간 (2024.01~03),14,12,0.0008427332799326182,0.0008319248970875556,0.8158669166635255,0.18162823219576368,0.0008301929636906059,2
현재 의사를 향한 공격이 캄보디아 크메르루즈 정권을 생각나게 하네요,2024-03-03,1,1구간 (2024.01~03),15,4,0.0016033337674374116,0.001592840136264111,0.0016016053118856155,0.9935896148411266,0.0016126059432862243,3
히포크라테스 선서의 내용과 의사다움에 대한 고찰,2024-03-03,1,1구간 (2024.01~03),13,10,0.4488436491207669,0.0005801414059889343,0.0691410582386237,0.48086380732152223,0.0005713439130983313,3
03월 04일 월 BC의 하루정리 3월의 첫 월요일은 잘 보내셨나요,2024-03-04,1,1구간 (2024.01~03),27,5,0.1348595584893477,0.0004951862116690201,0.08809676529055735,0.07391228688066728,0.7026362031277587,4
240304 AI뉴스 경제비즈니스 웹툰AI AIPD 눈으로 차량 제어 AI폰 인공지능 이식한 축산농가 딥페이크 카메라로 돼지 출산 예측 화제의 갤럭시링,2024-03-04,1,1구간 (2024.01~03),7,6,0.10385865953010755,0.00015139975419159818,0.0940786495849921,0.00014989980592956524,0.8017613913247792,4
3월 4일 시간외 상한가 종목 이유 주식분할 공시 BYC BYC우 비대면진료 관련주 유비케어 전기 변압기 관련주 광명전기 특징주 비대면진료 전력설비 교육 리튬 비트코인,2024-03-04,1,1구간 (2024.01~03),16,1,0.0007813373061474791,0.0007768448487347722,0.14157280074323414,0.0007747891817854512,0.8560942279200983,4
3월 4일 월요일 증시마감 브리핑 특징테마 급등주 시간외 AI 훈풍 지속 저PBR 리튬 가격 바닥 도달 의대증원 신청 마감,2024-03-04,1,1구간 (2024.01~03),4,1,0.00038197396418748606,0.00037861274159760295,0.0003763880124327888,0.00037639062662098394,0.9984866346551611,4
감기인 줄 알았는데 미라 처럼 손발 썩은 여교사 결국 절단,2024-03-04,1,1구간 (2024.01~03),0,1,0.3304577469558419,0.0007848419574045763,0.12741602166932298,0.07536303335238725,0.4659783560650433,4
경상대 의대 200명 희망,2024-03-04,1,1구간 (2024.01~03),1,22,0.2258761013254589,0.16626614870279946,0.0399290479341703,0.3809056577738076,0.18702304426376382,3
경제학으로 본 의대증원 로스쿨 변호사증가가 주는 교훈 2024 03 04 정부는확실하게 증원하셔요,2024-03-04,1,1구간 (2024.01~03),9,1,0.18554559609014218,0.0003786932289375573,0.241398556846487,0.3686573965218103,0.20401975731262292,3
뉴스 속보 경북대 영남대 계명대 대구 카톨릭대 인하대 가천대 증원,2024-03-04,1,1구간 (2024.01~03),4,28,0.0009944376613649803,0.43563453310395533,0.16445221709177285,0.37401910018754064,0.024899711955366208,1
대통령실 2천명 증원 변화 없어 비수도권 의대 집중배치,2024-03-04,1,1구간 (2024.01~03),0,2,0.00289987735699132,0.0029199226722873397,0.7927132210989545,0.19857082626342476,0.002896152608342239,2
서울 의대 등 전국 각 의대가 난리다 누가 이 사태를 만들었나 윤석열 정부 책임을 통감하라 최석태,2024-03-04,1,1구간 (2024.01~03),31,7,0.00259209169926291,0.0027160321076697266,0.6830170250742489,0.3090463573077395,0.0026284938110788755,2
오늘까지 각 의대별 증원 신청 인원이랍니다,2024-03-04,1,1구간 (2024.01~03),24,66,0.21914297216914794,0.29301863226917,0.060142381616194715,0.42721255535768266,0.0004834585878047226,3
윤 대통령 지원 걱정하지 마십시오 의대 230 증원 경북대 총장에게 화답,2024-03-04,1,1구간 (2024.01~03),1,1,0.003406997632321921,0.2998361047623547,0.689919248452748,0.0034216516818640352,0.003415997470711347,2
의대 생기부 작성 4 탐구주제 선정부터 실험진행 세특 작성요령,2024-03-04,1,1구간 (2024.01~03),8,2,0.39361463533156205,0.5854225196738123,0.0006393564421416123,0.019691248849325257,0.0006322397031589211,1
의대 생기부 작성하기 3 현직 의사가 추천하는 탐구주제 설정방법 Tip,2024-03-04,1,1구간 (2024.01~03),6,2,0.39884315033591544,0.5978079303282772,0.001110095155269439,0.0011111049921370502,0.0011277191884010956,1
의대 정원 증원 의사 vs 변호사의 한판승부,2024-03-04,1,1구간 (2024.01~03),14,11,0.2188467943480508,0.05419593124810758,0.056209478781503674,0.6187427839426147,0.05200501167972336,3
의대 정원 증원은,2024-03-04,1,1구간 (2024.01~03),8,6,0.002280056520170519,0.049447677660587795,0.0022984836174597795,0.9437256481202903,0.0022481340814915858,3
의대 증원,2024-03-04,1,1구간 (2024.01~03),0,1,0.0017789028426683895,0.001761264268472599,0.14625533416267336,0.8484354917632625,0.0017690069629231313,3
의대 증원 꼭 해야 하는 이유 반대하는 자들의 특징,2024-03-04,1,1구간 (2024.01~03),4,7,0.24122859799398183,0.034645975442841065,0.0007047282833575634,0.7227173951713853,0.0007033031084342762,3
의대 증원 대치 어떻게 푸나,2024-03-04,1,1구간 (2024.01~03),31,19,0.0006576486724372317,0.0006566647597706916,0.7943510066928222,0.20367725098627493,0.0006574288886949797,2
의대블랙홀과 의사의 위상,2024-03-04,1,1구간 (2024.01~03),5,15,0.14174876325014515,0.06399153111751078,0.04068525172996316,0.7529625364109079,0.0006119174914729588,3
의대생 아들을 둔 아버지의 하소연,2024-03-04,1,1구간 (2024.01~03),9,7,0.09081896317195787,0.0015944517108860286,0.0015791092606620909,0.9044551143934447,0.0015523614630492874,3
의대증원 반대하는 대한의사협회 회장 주수호 그는 누구인가,2024-03-04,1,1구간 (2024.01~03),1,4,0.029011903773803208,0.0008603725726646466,0.4530383227085586,0.5162278951717837,0.0008615057731899234,3
이러려고 의대를 보냈나,2024-03-04,1,1구간 (2024.01~03),28,137,0.07010628439246509,0.011061486849008885,0.0003475095408753428,0.9181399423568565,0.0003447768607940781,3
자유지성 강의 시련을 견뎌야 하는 이유,2024-03-04,1,1구간 (2024.01~03),11,2,0.7349528875731174,0.0015263383754222822,0.0015726698400896097,0.2604216150105443,0.001526489200826447,0
조국혁신당 영입인재 신장식 이해민 서왕진 김형연 김선민 김준형 박은정 차규근,2024-03-04,1,1구간 (2024.01~03),1,3,0.0002836706405457282,0.00028139597095666185,0.1008310450106536,0.6612600432296353,0.23734384514820878,3
충격속보 의대 입학절호의 찬스,2024-03-04,1,1구간 (2024.01~03),1,12,0.003152869710334967,0.13962255558603173,0.0031556829051787093,0.8509173024006981,0.0031515893977565484,3
현직 의대 교수 사직서 냈다 경북 의대 윤우성 교수 최석태,2024-03-04,1,1구간 (2024.01~03),33,13,0.06613670324427587,0.07161505466794583,0.2803800965694819,0.5803583017431723,0.0015098437751242685,3
,2024-03-04,1,1구간 (2024.01~03),0,1,0.0005447343479690008,0.07432539126651339,0.6167437197445632,0.30784374768534983,0.0005424069556046106,2
2024 03 05,2024-03-05,1,1구간 (2024.01~03),4,1,0.0008735636437697591,0.0008712551144048231,0.3099313402110346,0.2074643468771953,0.4808594941535955,4
3월4일 장 전 관심종목 결과 삼성 로봇 관련주 봇핏 관련주 웨이러블 로봇 관련주 의대 증원 관련주 MSD 관련주 사이버 보안 관련주 리벨리온 관련주 현대차 전고체 배터리 관련주,2024-03-05,1,1구간 (2024.01~03),17,9,0.001103121779180205,0.060130377556720224,0.0010903953748628908,0.001091226070388261,0.9365848792188485,4
40개 대학 2025년 의대 정원 총 3401명 증원 신청,2024-03-05,1,1구간 (2024.01~03),10,1,0.005300624688358753,0.19416319734505597,0.7898693532476353,0.005299580845472593,0.005367243873477353,2
경제 신문 보기 20240305 40개 의대 총 3401명 증원 신청,2024-03-05,1,1구간 (2024.01~03),54,3,0.0006747391595469232,0.0006750787412224409,0.27430927505352226,0.0006738834026006211,0.7236670236431079,4
경제신문읽기 3 5 앵그리 바이든 늘봄학교 생보사 위험 홍채코인 중국인 토지투자 증가,2024-03-05,1,1구간 (2024.01~03),21,4,0.0006808611032914208,0.0006861105471459781,0.0006856656893528465,0.06163744800671177,0.936309914653498,4
국방비밀 03월 03일 23 00중국의 모든 노력은 의미가 없게 되었습니다한국이 서해에 괴물미사일 수천기 배치 계획을 공식 가동했다중국의 핵미사일이 갑자기 쓰레기가 된 진,2024-03-05,1,1구간 (2024.01~03),40,8,0.2872356250129447,0.007108363409992276,0.007064514444258332,0.12608128040117075,0.5725102167316338,4
내가 없어도 세상은 잘 돌아갑니다,2024-03-05,1,1구간 (2024.01~03),22,13,0.7261423482730286,0.002174657046309272,0.002193818702137686,0.26729081850364605,0.00219835747487837,0
동구소식 인천 동구 의대증원 팩트체크,2024-03-05,1,1구간 (2024.01~03),11,1,0.006645742753904238,0.3015962873092993,0.006667009643997424,0.5559760745070192,0.1291148857857799,3
무엇이 부족하여 아직도 살릴 수 있는 사람을 방치하고 있나,2024-03-05,1,1구간 (2024.01~03),5,6,0.0024938883323167103,0.0024324913015019455,0.54273272782993,0.4498793197810194,0.0024615727552317933,2
보복부가 정말 왜 이럴까 모든 인프라를 서울 중심의 수도권에 집중시켜놓고 의사만 때리네 최석태,2024-03-05,1,1구간 (2024.01~03),31,5,0.011398742351957175,0.2823603662857725,0.011567136576525796,0.6832925138902441,0.01138124089550033,3
복지부 의과대학 증원 발표 수학대왕,2024-03-05,1,1구간 (2024.01~03),0,1,0.005396643984439418,0.5186786411256562,0.465052508924244,0.005400347572709131,0.005471858392951169,1
의대 정원 증원 수요 지방만 2000명 넘어 의대 증원 관련주,2024-03-05,1,1구간 (2024.01~03),16,5,0.10514716641839583,0.22291403175360802,0.22491078179064022,0.0011260129356756583,0.44590200710168015,4
의대 증원 2000명 넘긴 3401명 신청결과나와 의대증원과 2025학년도 입시변화,2024-03-05,1,1구간 (2024.01~03),87,10,0.1556243771973013,0.2969748214393461,0.5426401134489764,0.0023785779848941153,0.0023821099294820203,2
의대 증원 관련 이슈,2024-03-05,1,1구간 (2024.01~03),6,5,0.2625401937015779,0.13327542683903124,0.0020077965578843057,0.07534025051953294,0.5268363323819737,4
의대 증원 신청 결과와 고려대 법대 로스쿨 연상고법,2024-03-05,1,1구간 (2024.01~03),45,6,0.3431839085785144,0.3147349673043416,0.1210735001820263,0.2194765354671173,0.0015310884680006726,0
의대 증원 이슈가 입결에 엄청나게 영향을 주긴 하네요,2024-03-05,1,1구간 (2024.01~03),10,11,0.0055418910055323595,0.9776591260082255,0.005495848343899288,0.00559408631090409,0.005709048331438867,1
의대 증원 졸속 의료개혁 협박 중단하고 이성적 논리적 토론해야,2024-03-05,1,1구간 (2024.01~03),18,7,0.06995014496678241,0.0006757649656079152,0.37321644785133884,0.5554870614742666,0.0006705807420043588,3
의대 증원 확정 흔싸귀비 경쟁 아니다 몰락이다,2024-03-05,1,1구간 (2024.01~03),5,10,0.22627395144619378,0.0006005236014753168,0.008456301621747748,0.7232789518266336,0.041390271503949604,3
의대교수들 9 4합의문 위반 증원취소 가처분 신청,2024-03-05,1,1구간 (2024.01~03),4,32,0.002036272368926254,0.0020800930913672314,0.39791956800790595,0.5959418389346798,0.0020222275971207757,3
의대증원반대는 의사들 집단이기주의 아닌가,2024-03-05,1,1구간 (2024.01~03),2,1,0.983622282301599,0.004011786810412247,0.004043219897637241,0.004314488114418159,0.00400822287593332,0
의대증원에 대해서 어떻게 생각하세요,2024-03-05,1,1구간 (2024.01~03),1,9,0.05985320122386191,0.07019789836167299,0.17871905689677314,0.6905150868316334,0.000714756686058592,3
의료공산화 7 의대 그까이꺼 우리는 대깨윤이 아닙니다,2024-03-05,1,1구간 (2024.01~03),6,31,0.0004344325344029904,0.034278387745324136,0.0004366617455764431,0.9644183894402167,0.00043212853447970495,3
의사증원 여론조사,2024-03-05,1,1구간 (2024.01~03),21,19,0.0010487567588352167,0.0010483477158309542,0.3563614603214338,0.5652529910257547,0.07628844417814529,3
이것의 자본주의다,2024-03-05,1,1구간 (2024.01~03),93,1,0.38713664060298775,0.14968554537338202,0.005391714506538556,0.4523671984056497,0.0054189011114421926,3
이해가 안 되는 게 의대 증원되면,2024-03-05,1,1구간 (2024.01~03),0,55,0.03388227599297663,0.0005120829275613947,0.0005134655757288084,0.9645816308957786,0.0005105446079545536,3
잡담 현 의대 증원 문제를 바라보는 개인적인 의견 전공의 파업 의협과 정부 대처 방식,2024-03-05,1,1구간 (2024.01~03),111,42,0.304692825209027,0.0006701132038039902,0.10537538931086869,0.5886004264016352,0.0006612458746650967,3
전공의 T O도 증원되나요,2024-03-05,1,1구간 (2024.01~03),3,12,0.29713639146074167,0.08778525363456277,0.0036095929060060697,0.6079288503488613,0.0035399116498281476,3
전공의 사태 강원대 의대 교수들 삭발,2024-03-05,1,1구간 (2024.01~03),2,2,0.10201282756643806,0.002304946366074259,0.8639010735488931,0.002292598889967186,0.029488553628627345,2
전공의 파업 보름째 대학병원 현실 지금이 정상인 것 feat 나와 친구의 빅픽쳐,2024-03-05,1,1구간 (2024.01~03),39,1,0.328342177412275,0.0013408873177026199,0.08559246030270425,0.5833807347047932,0.0013437402625250245,3
전공의 파업 이유 의대 증원 면허정지,2024-03-05,1,1구간 (2024.01~03),3,5,0.29804107174538264,0.1491613135507199,0.3090086441039739,0.24295869492255,0.0008302756773734608,2
전국 40개 의대 3401명 증원 신청 의협 정부와 대학본부 만행,2024-03-05,1,1구간 (2024.01~03),0,1,0.0025328521618018076,0.002563868945107863,0.9897853823590569,0.0025806092820010265,0.0025372872520322953,2
전국 40개 의대서 3401명 증원 신청 지역 소규모의대 우선,2024-03-05,1,1구간 (2024.01~03),6,1,0.0014355467401417656,0.10531141657169583,0.8903830996643985,0.001433100138131729,0.001436836885632029,2
전국 의대 40곳서 2500명 안팎 정원 증원 신청,2024-03-05,1,1구간 (2024.01~03),35,2,0.0038420964856814635,0.20703783407546825,0.7814233366097091,0.0038539653778503573,0.003842767451290873,2
전국 의대 증원 3 401명 신청 면허정지 집행 임박,2024-03-05,1,1구간 (2024.01~03),11,2,0.002448159319094766,0.0024558632156076792,0.9902372934244349,0.0024307259167182928,0.0024279581241444257,2
점점 심화되는 의대 정원 증원 입장의 엇갈림,2024-03-05,1,1구간 (2024.01~03),52,16,0.054276792147602844,0.0015731637674309725,0.8246792457359287,0.11789521202416368,0.001575586324873935,2
정부 의대 증원 절대 포기하지 않는 이유 의사 파업 강경대응으로 총선승리,2024-03-05,1,1구간 (2024.01~03),36,7,0.000984447091574443,0.0010255089349108164,0.32999724244066453,0.6670021034250169,0.0009906981078334756,3
2000굥 박순혁 금융개혁 다 망했다 박순혁이 갑자기 윤석열에게 꼬리친다 희안하다,2024-03-06,1,1구간 (2024.01~03),3,4,0.00140251504292082,0.01928818756723025,0.0014123784189089344,0.7221819541719215,0.2557149647990185,3
2024 03 06 수 오늘의 신문 뉴스 칼럼 사설,2024-03-06,1,1구간 (2024.01~03),2,2,0.00047257889701483966,0.006789484622846204,0.00047919095979343776,0.2147978857889332,0.7774608597314123,4
2024 03 06 한국경제 의대 증원 중국 경제성장률 전망 미국 금리인하 OLED 시장 액면분할 기업들 초전도체 테마주 제트블루 주가추락 슈퍼마이크로 급등 분양시장 양극화,2024-03-06,1,1구간 (2024.01~03),0,1,0.00016542567816701226,0.004384652509947595,0.012784705149730902,0.00016503201431481495,0.9825001846478397,4
2024년 3월6일 국내뉴스,2024-03-06,1,1구간 (2024.01~03),6,2,0.03586403310992738,0.04825146415073278,0.2072125764937616,0.00020488963816727937,0.708467036607411,4
2025 비수도권 의대 지역인재전형 재수생,2024-03-06,1,1구간 (2024.01~03),0,2,0.13188807237273256,0.8137580366211528,0.049789184670416806,0.0022965906577536903,0.0022681156779440327,1
3월 둘째주 국내의과대학 정원 증원 30기 김재은 백민서 임호건 이윤원 31기 박근주 원유진,2024-03-06,1,1구간 (2024.01~03),1,29,0.22980521632680143,0.05778581236436931,0.37532874251518616,0.33692564459799335,0.0001545841956496765,2
경제 신문 보기 20240306 40개 대학 모두 의대 증원 요청,2024-03-06,1,1구간 (2024.01~03),50,4,0.0007875242226627421,0.0007822635081079801,0.0007932101469224898,0.00079818132765887,0.996838820794648,4
경제 신문스크랩 2024년 3월 6일 휴학 사직 안 먹혔다 40대 대학 3401명 의대 증원 신청,2024-03-06,1,1구간 (2024.01~03),2,1,0.0010742129124709078,0.06649773165029493,0.06112673740211624,0.0010620038522824293,0.8702393141828354,4
경제신문읽기 3 6 의대 증원 신청 애플 삼성 LG OLED 공급 중국 경제성장률 목표 대학생 주거비 지원 학폭기록 유지,2024-03-06,1,1구간 (2024.01~03),16,5,0.03651605383759006,0.0007994423396181945,0.19818074993286092,0.0007989381919232845,0.7637048156980075,4
뉴스 원고 2024년 3월 6일 MBC 뉴스데스크,2024-03-06,1,1구간 (2024.01~03),3,1,0.0017403078849410486,0.0017277310499051498,0.5310632915461236,0.07742701667016033,0.3880416528488699,2
대학들 의대증원 3400명 신청,2024-03-06,1,1구간 (2024.01~03),6,36,0.04216952801179513,0.0865484231603943,0.050392125576978614,0.801560920727408,0.019329002523423875,3
병무청장 사직 수리된 전공의 내년부터 순차 입대,2024-03-06,1,1구간 (2024.01~03),40,40,0.10980038076841536,0.001677338001511763,0.8851461764409774,0.0017032088911368378,0.0016728958979585825,2
보건복지부 의대 대학증원 신청 받자 3 401명의 증원신청 의료계 강대강 대치속 속타는 지역환자들,2024-03-06,1,1구간 (2024.01~03),34,8,0.00240898894129085,0.0023915680443485614,0.9203558177908175,0.07248276029422654,0.0023608649293166677,2
선거의 계절이 다가온다,2024-03-06,1,1구간 (2024.01~03),1,2,0.2609264317308245,0.020098413639298048,0.0038689359512713607,0.7112396459677789,0.003866572710827203,3
실제 대학 의대증원 희망규모는 3401명,2024-03-06,1,1구간 (2024.01~03),4,1,0.0005360572018097508,0.0005324383081921081,0.7774556615386842,0.049429678726901544,0.17204616422441246,2
여기에는 의사 가족분들이 유독 많나봐요,2024-03-06,1,1구간 (2024.01~03),1,19,0.0034015195622431383,0.0033215688187109146,0.0033208635641242146,0.834570215982795,0.15538583207212672,3
의대 정원 확대 규모 대학 수요조사 마감 결과 2024 3 5기준 수도권 비수도권 증원 신청 규모 2025학년도 의대 증원 신청 인원 의대 증원 지역별 대학별 신청현황,2024-03-06,1,1구간 (2024.01~03),22,1,0.0019626668030147485,0.5883936326009238,0.4058456633601461,0.0018942158124155555,0.001903821423499632,1
의대 증원 규모 예민한 의대들 상당수 비공개 입장,2024-03-06,1,1구간 (2024.01~03),0,1,0.001503947950617378,0.8773977754090831,0.11809448951514175,0.0015005535643163855,0.0015032335608414808,1
의대 증원 논란 공유,2024-03-06,1,1구간 (2024.01~03),4,1,0.04893982450323579,0.0013242601810855897,0.15500344985986947,0.6477015305101924,0.1470309349456167,3
의대 증원 신청 규모 인제대 중앙대 한림대 을지대 성균관대 가천대 외,2024-03-06,1,1구간 (2024.01~03),2,2,0.0021517256315701197,0.991408623165634,0.0021543222037813236,0.0021423076401053845,0.0021430213589089934,1
의대 증원에 들뜬 학원가 직장인 의대 도전 권유,2024-03-06,1,1구간 (2024.01~03),7,1,0.5908047951201851,0.3960105187276202,0.004472429383188491,0.004294248426235675,0.0044180083427703375,0
의대증원관련 교육부와 총장들,2024-03-06,1,1구간 (2024.01~03),5,34,0.09617994569068718,0.2231524230131315,0.17181970925335982,0.5081097508518672,0.0007381711909544089,3
의사 파업 이유 정부 인원 증원에 따른 반발 5분정리,2024-03-06,1,1구간 (2024.01~03),8,6,0.0025806776367907113,0.0026181334933968346,0.9895291383416083,0.002618560173837013,0.0026534903543672375,2
전국 의대 3401명 증원신청 편파언론과 기득권,2024-03-06,1,1구간 (2024.01~03),16,3,0.08633078482269221,0.0008432747944450278,0.40577624073726837,0.5062219346279287,0.0008277650176655182,3
정부 의대 증원 동력 확보 의료공백 메우기 본격 돌입,2024-03-06,1,1구간 (2024.01~03),39,2,0.0006803285937393599,0.0006795361990922556,0.9767957994804843,0.0006828465422499807,0.02116148918443402,2
증원신청,2024-03-06,1,1구간 (2024.01~03),6,8,0.004532915442048181,0.7158049106485063,0.004527762134481388,0.27063809139516887,0.004496320379795317,1
진짜 국민편 녹색정의당 의대증원 긴급좌담회 한계소상공인 자영업자 100조원 부채탕감 공약발표,2024-03-06,1,1구간 (2024.01~03),3,2,0.0010089422793117314,0.0010005816100899575,0.21487381647375597,0.49205366082742974,0.2910629988094126,3
학교별 의대증원신청수 총 3 401명 신청 전국 40개 의대증원신청현황,2024-03-06,1,1구간 (2024.01~03),14,1,0.6426207023729061,0.017063627347871934,0.01715761781489354,0.01734415683068258,0.30581389563364575,0
한경신문 1면 읽기 도전 2024 03 06,2024-03-06,1,1구간 (2024.01~03),133,7,0.19833209630281945,0.031366318649175336,0.2027555074299372,0.0009111829801249237,0.566634894637943,4
해외 의대 졸업생 국내 유입 늘리나 정부 당국자 검토 중,2024-03-06,1,1구간 (2024.01~03),0,14,0.15605600231277328,0.10498586364056375,0.3062213218125161,0.2648773347958427,0.16785947743830418,2
16년차 한국간호사 미국으로 떠난다,2024-03-07,1,1구간 (2024.01~03),23,28,0.5457730974308226,0.0026961915501613493,0.3272659905606045,0.12158313126857022,0.0026815891898414423,0
2024년 3월 7일 진료 일지 의사들의 파업을 바라보며,2024-03-07,1,1구간 (2024.01~03),7,1,0.36940021371656306,0.0051676435570961795,0.10349665319501986,0.5167267240420056,0.00520876548931541,3
24 3 7 논란의 법인세 인하 알리와 손잡은 CJ 미 한국산 철강 관세인상 예고 CU 카자흐스탄 1호점 오픈 일론에게 승소한 변호사들 테슬라에 천문학적 수수료 청구,2024-03-07,1,1구간 (2024.01~03),2,7,0.00013439399837901307,0.0001333408981029192,0.2461075026558784,0.04761529868036066,0.706009463767279,4
3월 7일 시사 이슈,2024-03-07,1,1구간 (2024.01~03),34,5,5.183650659224003e-05,0.008701222472516113,0.27904922300049323,0.17306422437369756,0.5391334936467009,4
40개 대학 의대 정원 3401명 늘려달라,2024-03-07,1,1구간 (2024.01~03),2,3,0.0005717549357321474,0.05873377254104815,0.9115443211657746,0.0005745636398097127,0.028575587717635343,2
Big5 대형병원 재정 매달1882억 왜건강보험료로 메꾸려하나 너무 화난다,2024-03-07,1,1구간 (2024.01~03),12,1,0.0472585254299626,0.0006265662919415601,0.4691418060367666,0.4226609989191147,0.060312103322214684,2
PA간호사 합법화 수순 의사 기득권 깬다 서울신문,2024-03-07,1,1구간 (2024.01~03),71,3,0.0007260446281811546,0.0007219891005254384,0.9970865702683683,0.0007373901011108968,0.0007280059018140643,2
TV 조선 강펀치 신상진 성남시장 대담 이재명 대통령 된 들 뭘 하겠나 내려올 준비 잘 해라,2024-03-07,1,1구간 (2024.01~03),7,2,0.0784087311348214,0.00025789750665312537,0.07189380264390584,0.7454258329932013,0.1040137357214184,3
병원 떠난 전공의들 사표수리 임금지급 막히고 취업도 금지 3중 제재 마음 불편하지만 그래도 안 돌아갈 것,2024-03-07,1,1구간 (2024.01~03),5,1,0.04555280465641062,0.0007218441178231361,0.845347184108185,0.09723008327028694,0.011148083847294186,2
